 1956.0200;1.0084
 1965.8001;1.0082
 1975.5802;1.0080
 1985.3603;1.0078
 1995.1404;1.0076
 2004.9205;1.0074
 2014.7006;1.0072
 2024.4807;1.0070
 2034.2608;1.0068
 2044.0409;1.0066
 2053.8210;1.0064
 2063.6011;1.0062
 2073.3812;1.0060
 2083.1613;1.0058
 2092.9414;1.0056
 2102.7215;1.0054
 2112.5016;1.0052
 2122.2817;1.0050
 2132.0618;1.0048
 2141.8419;1.0046
 2151.6220;1.0044
 2161.4021;1.0042
 2171.1822;1.0040
 2180.9623;1.0038
 2190.7424;1.0036
 2200.5225;1.0034
 2210.3026;1.0032
 2220.0827;1.0030
 2229.8628;1.0028
 2239.6429;1.0026
 2249.4230;1.0024
 2259.2031;1.0022
 2268.9832;1.0019
 2278.7633;1.0017
 2288.5434;1.0015
 2298.3235;1.0013
 2308.1036;1.0011
 2317.8837;1.0009
 2327.6638;1.0007
 2337.4439;1.0004
 2347.2240;1.0002
 2357.0041;1.0000
 2366.7842;0.9998
 2376.5643;0.9996
 2386.3444;0.9993
 2396.1245;0.9991
 2405.9046;0.9989
 2415.6847;0.9987
 2425.4648;0.9984
 2435.2449;0.9982
 2445.0250;0.9980
 2454.8051;0.9977
 2464.5852;0.9975
 2474.3653;0.9973
 2484.1454;0.9971
 2493.9255;0.9968
 2503.7056;0.9966
 2513.4857;0.9964
 2523.2658;0.9961
 2533.0459;0.9959
 2542.8260;0.9957
 2552.6061;0.9954
 2562.3862;0.9952
 2572.1663;0.9949
 2581.9464;0.9947
 2591.7265;0.9945
 2601.5066;0.9942
 2611.2867;0.9940
 2621.0668;0.9937
 2630.8469;0.9935
 2640.6270;0.9932
 2650.4071;0.9930
 2660.1872;0.9927
 2669.9673;0.9925
 2679.7474;0.9922
 2689.5275;0.9920
 2699.3076;0.9917
 2709.0877;0.9915
 2718.8678;0.9912
 2728.6479;0.9910
 2738.4280;0.9907
 2748.2081;0.9905
 2757.9882;0.9902
 2767.7683;0.9899
 2777.5484;0.9897
 2787.3285;0.9894
 2797.1086;0.9891
 2806.8887;0.9889
 2816.6688;0.9886
 2826.4489;0.9883
 2836.2290;0.9881
 2846.0091;0.9878
 2855.7892;0.9875
 2865.5693;0.9873
 2875.3494;0.9870
 2885.1295;0.9867
 2894.9096;0.9865
 2904.6897;0.9862
 2914.4698;0.9859
 2924.2499;0.9856
 2934.0300;0.9853
 2943.8101;0.9851
 2953.5902;0.9848
 2963.3703;0.9845
 2973.1504;0.9842
 2982.9305;0.9839
 2992.7106;0.9836
 3002.4907;0.9834
 3012.2708;0.9831
 3022.0509;0.9828
 3031.8310;0.9825
 3041.6111;0.9822
 3051.3912;0.9819
 3061.1713;0.9816
 3070.9514;0.9813
 3080.7315;0.9810
 3090.5116;0.9807
 3100.2917;0.9804
 3110.0718;0.9801
 3119.8519;0.9797
 3129.6320;0.9793
 3139.4121;0.9789
 3149.1922;0.9785
 3158.9723;0.9781
 3168.7524;0.9777
 3178.5325;0.9772
 3188.3126;0.9768
 3198.0927;0.9764
 3207.8728;0.9760
 3217.6529;0.9755
 3227.4330;0.9751
 3237.2131;0.9747
 3246.9932;0.9742
 3256.7733;0.9738
 3266.5534;0.9733
 3276.3335;0.9729
 3286.1136;0.9724
 3295.8937;0.9720
 3305.6738;0.9715
 3315.4539;0.9711
 3325.2340;0.9706
 3335.0141;0.9701
 3344.7942;0.9697
 3354.5743;0.9692
 3364.3544;0.9687
 3374.1345;0.9682
 3383.9146;0.9678
 3393.6947;0.9673
 3403.4748;0.9668
 3413.2549;0.9663
 3423.0350;0.9658
 3432.8151;0.9653
 3442.5952;0.9648
 3452.3753;0.9643
 3462.1554;0.9638
 3471.9355;0.9633
 3481.7156;0.9628
 3491.4957;0.9622
 3501.2758;0.9617
 3511.0559;0.9612
 3520.8360;0.9607
 3530.6161;0.9601
 3540.3962;0.9596
 3550.1763;0.9591
 3559.9564;0.9585
 3569.7365;0.9580
 3579.5166;0.9574
 3589.2967;0.9568
 3599.0768;0.9563
 3608.8569;0.9557
 3618.6370;0.9552
 3628.4171;0.9546
 3638.1972;0.9540
 3647.9773;0.9534
 3657.7574;0.9528
 3667.5375;0.9522
 3677.3176;0.9517
 3687.0977;0.9511
 3696.8778;0.9504
 3706.6579;0.9498
 3716.4380;0.9492
 3726.2181;0.9486
 3735.9982;0.9480
 3745.7783;0.9473
 3755.5584;0.9467
 3765.3385;0.9460
 3775.1186;0.9454
 3784.8987;0.9447
 3794.6788;0.9441
 3804.4589;0.9434
 3814.2390;0.9427
 3824.0191;0.9420
 3833.7992;0.9413
 3843.5793;0.9406
 3853.3594;0.9399
 3863.1395;0.9392
 3872.9196;0.9385
 3882.6997;0.9377
 3892.4798;0.9370
 3902.2599;0.9362
 3912.0400;0.9355
 3921.8201;0.9347
 3931.6002;0.9339
 3941.3803;0.9331
 3951.1604;0.9323
 3960.9405;0.9315
 3970.7206;0.9307
 3980.5007;0.9298
 3990.2808;0.9290
 4000.0609;0.9281
 4009.8410;0.9273
 4019.6211;0.9264
 4029.4012;0.9255
 4039.1813;0.9246
 4048.9614;0.9236
 4058.7415;0.9227
 4068.5216;0.9217
 4078.3017;0.9208
 4088.0818;0.9198
 4097.8619;0.9187
 4107.6420;0.9177
 4117.4221;0.9167
 4127.2022;0.9156
 4136.9823;0.9144
 4146.7624;0.9132
 4156.5425;0.9120
 4166.3226;0.9107
 4176.1027;0.9094
 4185.8828;0.9081
 4195.6629;0.9067
 4205.4430;0.9053
 4215.2231;0.9038
 4225.0032;0.9022
 4234.7833;0.9006
 4244.5634;0.8989
 4254.3435;0.8971
 4264.1236;0.8953
 4273.9037;0.8933
 4283.6838;0.8913
 4293.4639;0.8891
 4303.2440;0.8867
 4313.0241;0.8842
 4322.8042;0.8814
 4332.5843;0.8782
 4342.3644;0.8744
 4352.1445;0.8696
 4361.9246;0.8607
 4362.4698;0.8593
 4239.8993;0.8483
 4190.7967;0.8192
 4184.3038;0.8177
 4177.4467;0.8162
 4170.2302;0.8148
 4162.6586;0.8134
 4154.7365;0.8120
 4146.4677;0.8106
 4137.8565;0.8093
 4128.9064;0.8080
 4119.6210;0.8067
 4108.0406;0.8052
 4093.5205;0.8035
 4075.2090;0.8015
 4051.9726;0.7992
 4022.2907;0.7967
 3984.1002;0.7940
 3934.5575;0.7912
 3902.8585;0.7898
 3902.8585;0.7898
 3902.8585;0.7898
