 1956.0200;0.9945
 1965.8001;0.9944
 1975.5802;0.9942
 1985.3603;0.9941
 1995.1404;0.9940
 2004.9205;0.9939
 2014.7006;0.9937
 2024.4807;0.9936
 2034.2608;0.9935
 2044.0409;0.9934
 2053.8210;0.9932
 2063.6011;0.9931
 2073.3812;0.9930
 2083.1613;0.9929
 2092.9414;0.9927
 2102.7215;0.9926
 2112.5016;0.9925
 2122.2817;0.9924
 2132.0618;0.9922
 2141.8419;0.9921
 2151.6220;0.9920
 2161.4021;0.9918
 2171.1822;0.9917
 2180.9623;0.9916
 2190.7424;0.9915
 2200.5225;0.9913
 2210.3026;0.9912
 2220.0827;0.9911
 2229.8628;0.9909
 2239.6429;0.9908
 2249.4230;0.9907
 2259.2031;0.9905
 2268.9832;0.9904
 2278.7633;0.9903
 2288.5434;0.9902
 2298.3235;0.9900
 2308.1036;0.9899
 2317.8837;0.9898
 2327.6638;0.9896
 2337.4439;0.9895
 2347.2240;0.9894
 2357.0041;0.9892
 2366.7842;0.9891
 2376.5643;0.9890
 2386.3444;0.9888
 2396.1245;0.9887
 2405.9046;0.9886
 2415.6847;0.9884
 2425.4648;0.9883
 2435.2449;0.9881
 2445.0250;0.9880
 2454.8051;0.9879
 2464.5852;0.9877
 2474.3653;0.9876
 2484.1454;0.9875
 2493.9255;0.9873
 2503.7056;0.9872
 2513.4857;0.9871
 2523.2658;0.9869
 2533.0459;0.9868
 2542.8260;0.9866
 2552.6061;0.9865
 2562.3862;0.9864
 2572.1663;0.9862
 2581.9464;0.9861
 2591.7265;0.9859
 2601.5066;0.9858
 2611.2867;0.9857
 2621.0668;0.9855
 2630.8469;0.9854
 2640.6270;0.9852
 2650.4071;0.9851
 2660.1872;0.9850
 2669.9673;0.9848
 2679.7474;0.9847
 2689.5275;0.9845
 2699.3076;0.9844
 2709.0877;0.9842
 2718.8678;0.9841
 2728.6479;0.9839
 2738.4280;0.9838
 2748.2081;0.9837
 2757.9882;0.9835
 2767.7683;0.9834
 2777.5484;0.9832
 2787.3285;0.9831
 2797.1086;0.9829
 2806.8887;0.9828
 2816.6688;0.9826
 2826.4489;0.9825
 2836.2290;0.9823
 2846.0091;0.9822
 2855.7892;0.9820
 2865.5693;0.9819
 2875.3494;0.9817
 2885.1295;0.9816
 2894.9096;0.9814
 2904.6897;0.9813
 2914.4698;0.9811
 2924.2499;0.9810
 2934.0300;0.9808
 2943.8101;0.9807
 2953.5902;0.9805
 2963.3703;0.9804
 2973.1504;0.9802
 2982.9305;0.9801
 2992.7106;0.9799
 3002.4907;0.9798
 3012.2708;0.9796
 3022.0509;0.9795
 3031.8310;0.9793
 3041.6111;0.9792
 3051.3912;0.9790
 3061.1713;0.9789
 3070.9514;0.9787
 3080.7315;0.9785
